age_binary,age_bucketized,sex_binary,race_C,score,rank,juv_fel_count_C,decile_score_C,juv_misd_count_C,juv_other_count_C,priors_count_C,days_b_screening_arrest_C,c_days_from_compas_C,c_charge_degree_C,v_decile_score_C,start_C,end_C,event_C,MarriageStatus_C,is_recid,is_violent_recid,two_year_recid,Violence_score,Recidivism_score
0,0,1,1,2.1886728964951296,38,1,1,0,2,2,2,1,0,1,2,1,0,0,0,1,0,-2.462942646919569,-1.8981656217795908
1,0,1,0,2.184371263427156,39,1,1,1,2,2,0,0,0,1,2,0,1,6,1,1,1,-0.9319630142299808,-0.7044106943987399
1,1,0,2,2.182489090409212,40,2,1,1,1,2,2,2,0,0,0,1,0,6,1,1,1,0.4442124368082139,-0.7063757238283221
0,1,0,2,2.182002283376795,41,3,1,0,1,2,2,1,1,0,1,1,1,3,0,0,0,0.3358278117307893,1.1471348551752223
1,1,1,0,2.181599703857096,42,2,0,2,2,2,2,1,0,0,0,1,1,4,1,0,0,0.5676746516510658,-0.07340461810467369
1,0,1,2,2.1805014739049358,43,3,1,1,0,2,0,0,1,1,0,2,1,4,1,0,1,0.820433144535726,-2.8534266519796634
1,1,1,0,2.1795986855107383,44,0,1,1,1,3,2,0,0,1,2,0,1,5,1,1,1,0.9196527186312292,-0.5613466992516849
0,1,0,2,2.1789023965237555,45,1,1,0,0,3,0,0,0,1,2,2,0,5,0,0,0,-4.269945508740887,1.4624280133879417
0,0,0,1,2.1767994697977264,46,1,1,0,2,0,2,1,1,0,0,0,0,3,0,1,0,-4.300972932422033,-0.5179287596536515
1,1,0,1,2.175354730518323,47,1,0,2,1,0,2,2,0,1,2,1,0,2,1,1,0,-3.150572672066561,0.5481499904928535
1,1,1,2,2.174827721949475,48,0,1,0,0,2,0,0,1,1,2,1,0,5,1,0,1,-1.2444609080974178,-2.8877034469589957
0,0,1,2,2.1739774692522142,49,2,0,0,1,0,0,2,1,1,0,0,1,3,1,0,0,-0.06024311559508355,-0.4373555176717878
1,1,0,0,2.173308501752153,50,1,1,0,1,3,2,0,0,0,1,1,0,4,1,0,0,-2.2587318432686883,-2.4052629190163946
0,1,0,2,2.173128496469536,51,2,1,1,0,0,0,0,0,0,1,0,1,2,0,0,1,-1.284172742951522,-1.4802282564605134
0,0,1,0,2.1720563868449823,52,1,0,2,1,2,2,2,0,1,2,2,1,6,0,1,1,-3.0629912170843974,-1.6462693772637385
0,1,1,0,2.1716051070123417,53,3,0,0,0,1,0,1,1,1,2,0,0,6,1,1,1,-0.18572181147142164,-1.4227512278462469
1,0,0,1,2.170677782555334,54,1,0,0,2,2,1,1,1,0,1,1,0,0,0,0,0,-1.8430767689173768,-1.213157888047865
0,1,1,2,2.1685220518019888,55,3,0,1,2,2,2,1,1,0,0,0,1,4,1,0,1,-3.768861388388375,-0.9786198529217524
0,1,0,2,2.168340807491612,56,2,1,2,0,2,0,0,0,0,1,0,0,6,1,1,0,-0.8486640036190858,1.5300394185728834
0,0,0,2,2.1663024062520204,57,3,1,0,1,2,2,2,0,1,0,1,0,1,1,0,1,-0.7497660233972878,-1.058034866120035
0,0,0,1,2.1655270152452606,58,2,1,2,1,3,2,2,0,0,1,2,0,0,1,1,0,-3.9464686516260743,-1.148364446634083
1,1,1,1,2.165421425368221,59,3,0,2,2,1,0,1,1,1,0,2,0,5,0,1,1,-3.1622939635314267,-1.5100492526003195
0,0,0,2,2.1633371201046865,60,0,1,2,1,2,2,2,0,1,2,0,0,3,0,0,1,-1.3541409978264638,0.9677542712427171
0,1,0,1,2.163195577834869,61,3,1,2,0,1,1,1,1,1,1,0,1,0,0,1,1,0.1018399252340858,1.1703322119786057
1,1,0,1,2.161127808820994,62,3,0,1,1,3,1,0,1,0,0,2,0,3,0,0,1,-3.5104355308368573,-1.2573919001413496
1,1,0,2,2.16005882399712,63,0,1,0,0,3,2,0,0,1,2,1,0,2,0,0,0,-3.311680016588669,-2.433530295228877
0,0,1,1,2.1594288831402904,64,0,1,0,0,2,2,2,1,0,2,2,0,1,1,0,1,-0.4226163249402841,1.671743929737084
1,1,0,0,2.1581655554412547,65,3,1,2,1,2,0,1,1,1,2,2,0,6,0,1,0,-3.5297811199844444,0.6284446580026954
0,1,1,0,2.1562660551377846,66,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,-0.9244280706616776,0.8703409176559509
1,1,0,0,2.1557473294870784,67,3,0,1,2,3,1,2,0,1,1,1,1,5,0,0,1,0.14640064948445985,0.12439716150600112
0,0,1,2,2.155264780279774,68,2,1,0,1,2,1,1,0,0,1,1,1,0,1,0,0,-0.924497564649644,-2.6249037137801894
0,0,0,1,2.153542363049151,69,3,1,2,2,0,0,2,1,0,2,1,0,4,1,1,1,0.9238100629596246,-1.625945117744423
0,1,1,2,2.1531526673982184,70,0,0,2,1,1,1,1,0,1,1,1,1,2,0,0,1,-2.684312322806794,-1.6092646382828029
1,0,1,2,2.1523698280321666,71,1,1,0,0,2,2,2,0,1,2,2,1,1,1,0,1,-3.6928415138458113,-1.467684944055474
0,0,1,1,2.15198679976848,72,0,1,2,0,2,1,2,1,0,2,1,0,5,1,1,0,-0.26906809480215355,-1.6350980733868214
1,0,0,0,2.1519103559608284,73,3,1,1,2,1,1,0,0,1,2,1,1,3,0,1,0,0.7588314163173164,0.8300422286544857
0,0,0,2,2.1498471480579067,74,3,0,1,1,2,1,0,1,1,2,2,0,0,1,0,0,-2.4917619171244723,1.5266669470751717
1,1,0,2,2.1493163754654656,75,2,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,-2.9099748705829485,-0.10044715145743766
0,0,1,1,2.149288378441621,76,1,1,0,1,0,2,2,1,0,2,2,1,6,1,0,0,-4.357328049231409,-1.0913356810469632
0,1,1,0,2.148164887905363,77,0,0,1,1,2,0,2,1,0,2,2,0,3,1,1,0,-0.040430112083102536,0.6981854750084953
0,0,1,0,2.146824443886958,78,2,0,0,2,1,0,1,1,0,0,2,0,6,1,0,1,-4.397855520885882,1.17346066605751
1,0,0,0,2.146033940283489,79,1,1,1,0,2,1,2,1,0,0,1,1,1,0,0,1,-4.123830424979362,-0.0013721764109213552
0,1,1,2,2.1452310131374115,80,1,0,1,2,2,0,2,0,1,2,2,1,3,1,0,0,-1.7094332322618957,-1.680444400335794
0,0,0,1,2.144357368112558,81,2,0,0,2,0,1,0,0,0,2,2,0,1,0,0,0,-0.057655865857599416,1.6690982256810123
0,0,0,0,2.1443226108284303,82,2,0,1,2,3,1,0,1,1,1,0,0,5,1,1,0,-3.0915401710228507,0.43722009845246745
1,1,0,1,2.1443174152803883,83,3,1,1,1,2,0,0,1,1,1,0,1,3,1,1,0,-4.1554373185143945,-2.6206726350639493
0,1,0,2,2.1440848846378566,84,3,0,0,1,3,0,1,0,1,0,1,0,4,1,1,0,-4.539448772655497,-2.8265073558036513
0,1,0,0,2.1430378725031005,85,2,0,2,1,2,2,1,1,0,1,1,0,5,0,0,1,-2.915756579275373,0.947061592362477
0,1,0,1,2.1429678294742356,86,3,0,1,1,2,0,2,1,0,1,2,0,5,0,0,0,-0.4566007025106087,-2.768128791524651
1,0,0,0,2.141882798793832,87,3,1,1,0,0,2,0,0,1,0,2,1,2,0,1,1,-2.49725919242642,-2.248803574392644
1,1,0,2,2.140856175586148,88,1,1,2,2,1,0,1,1,0,1,0,0,6,0,1,1,-3.3328182921273357,-0.3697115796619346
1,0,1,0,2.139810822054525,89,3,1,2,2,0,0,1,1,1,0,1,0,4,0,1,0,-4.448847877157112,-2.4336397398952854
0,0,1,1,2.138352171527901,90,0,1,2,2,3,1,0,0,1,2,0,1,2,1,1,1,-0.5189589532633816,0.6445310839408105
0,0,0,0,2.1374831829465077,91,0,0,2,2,2,2,0,0,0,2,1,0,4,0,1,0,-3.6110103042167303,-2.4317310977084854
1,1,1,1,2.1364234770164416,92,2,1,0,0,3,2,0,0,0,0,0,1,6,0,0,1,-1.91450528087336,-2.734717218289662
0,1,0,2,2.1346783847067425,93,1,1,1,2,3,1,1,1,0,0,2,0,3,1,0,1,-0.9189048933634774,-1.0266337057326669
0,0,0,1,2.1343831790234127,94,3,1,1,1,2,0,0,1,1,1,1,0,2,0,0,0,-3.3661610457810136,-1.759159642487148
0,1,0,2,2.1343548939700554,95,0,0,1,0,1,1,0,0,0,0,2,0,3,1,1,1,-3.968988120036976,1.395273488444662
1,0,1,2,2.13391968275112,96,3,1,0,0,2,0,0,1,0,1,1,0,3,0,0,0,-1.502960045273494,0.8856474574012841
0,1,1,1,2.133687743810135,97,2,0,2,2,0,1,2,1,1,2,0,1,4,0,1,0,-0.974215023177634,-0.12928027018825095
1,1,0,2,2.130454994401792,98,2,1,2,0,1,2,0,1,0,0,0,1,0,1,1,0,-1.8001896573764928,-1.1364996362101654
1,1,1,2,2.1289922641039603,99,3,1,2,1,3,1,1,0,1,2,2,0,1,1,0,0,-4.436625526452763,-0.8602709489414595
1,1,1,2,2.127689811163807,100,3,0,2,0,1,2,2,0,0,1,1,1,1,0,0,0,-0.7044339242422324,-1.3930828843805547
1,1,1,0,2.127320968505899,101,2,0,2,0,3,1,1,1,1,1,0,1,5,1,1,1,-1.8770813018177224,-0.20725154424568748
0,1,0,1,2.123782096225407,102,0,1,2,1,2,1,1,1,0,1,1,1,4,1,0,1,0.5403607945432887,-2.7584369554953234
1,1,1,2,2.1223589639734706,103,1,0,0,0,1,2,0,0,0,1,0,1,3,1,0,1,-1.5151046807785455,-2.934127961973812
1,1,1,2,2.1212948915017336,104,2,0,0,1,3,2,1,1,1,0,2,1,2,0,0,0,0.2009647360740248,1.669263494459457
1,1,0,0,2.121052769345525,105,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,-4.122170892335888,-0.5343415272157781
0,0,0,1,2.120912290435811,106,2,0,1,1,3,0,0,0,1,0,1,1,0,1,1,1,-3.382141355339084,-2.81617868733418
1,0,0,1,2.120157579076795,107,2,1,0,2,2,0,0,0,1,0,2,0,6,1,1,0,-2.422480581706405,-2.162998643513537
0,0,0,1,2.118928070794926,108,3,0,0,2,3,1,0,0,1,0,2,0,6,1,0,0,-4.25636603120473,-1.812410467944836
1,0,1,1,2.11810405389412,109,3,0,2,2,0,1,2,0,0,1,2,1,0,1,1,0,-2.4526313975717606,-0.7744595384833066
0,1,1,0,2.118009585226528,110,2,0,1,2,0,0,2,1,0,0,0,0,5,0,0,0,-0.3628415426705578,0.22778045036204464
0,0,1,2,2.117375602972976,111,1,0,1,2,3,2,1,0,0,2,2,1,6,0,1,0,-2.5093867957878957,0.4435036952809224
1,1,1,2,2.1163617703471487,112,3,1,0,1,2,1,0,1,1,1,1,1,6,0,0,0,0.5660108686122438,-1.3661762951202951
0,0,0,0,2.1143759057322136,113,2,0,0,0,3,0,2,1,0,1,2,1,1,1,1,0,0.7502416452007541,-2.74889986433348
0,0,1,1,2.1121178744631632,114,3,1,2,1,2,1,0,0,0,2,2,0,6,1,1,1,-2.7187397486116907,-2.6083634515689305
0,1,1,2,2.110571768590779,115,1,1,0,1,1,1,1,1,1,2,0,0,2,0,0,1,-1.3128381316793618,1.4656645038089398
0,0,0,0,2.109879660058536,116,3,1,2,0,0,0,1,1,1,0,0,1,5,1,1,1,-2.6245062164656554,1.5212895113013891
0,1,0,1,2.1097152243005257,117,3,1,2,2,3,2,0,1,1,1,1,0,1,1,0,0,-1.1450801067477023,-1.9908476927125145
1,1,0,2,2.1096816326869603,118,2,0,2,2,0,1,1,1,0,2,0,1,6,1,1,1,-2.980375747728349,1.5355339558809975
1,0,1,0,2.109478960483327,119,1,0,2,1,1,1,0,0,0,1,0,0,0,0,0,1,-3.448619310553261,-1.6305787488531351
1,1,0,2,2.107031356376713,120,3,0,1,0,2,2,2,1,0,2,1,0,2,0,1,1,-3.94163520707101,0.3549327527561821
1,1,1,1,2.1049112972996693,121,2,1,0,2,3,1,1,0,0,2,1,0,4,0,0,1,-4.269523343397237,-2.176823946834592
1,0,0,1,2.1022225840325004,122,0,0,0,2,1,2,1,0,1,1,0,1,0,0,0,1,-3.9512561639667116,-0.7340867100988357
0,0,0,0,2.1022081172711355,123,0,1,2,1,0,0,2,0,0,1,0,1,5,0,0,1,-3.5748370193742502,-1.21354841312374
0,1,1,0,2.1021305614753265,124,3,0,1,0,3,2,1,1,0,0,1,0,0,0,0,1,-2.252018611660476,0.9305218237926174
1,0,1,2,2.099357392123025,125,3,0,1,2,3,1,1,1,0,1,1,1,0,1,1,1,-3.647860457683565,-2.216109822527798
0,0,1,0,2.096905085765157,126,1,0,1,0,3,2,2,1,0,1,0,1,6,1,0,1,0.21055659512454827,-1.4889898627314886
1,0,1,2,2.096547253802706,127,1,1,2,0,2,2,1,1,1,2,1,0,4,1,0,0,-1.857406353591352,-2.8073082337378854
0,0,1,1,2.093564169036192,128,0,1,2,2,2,1,2,0,0,0,0,1,4,0,1,1,-2.1010887006109464,1.5484531099300485
0,0,0,1,2.0921651523935223,129,1,0,0,0,0,2,0,0,1,1,1,0,2,1,0,1,0.2875864867404099,-1.9807163130971848
1,0,0,2,2.0910237281390534,130,2,0,1,0,3,2,2,1,1,2,0,0,0,0,0,1,-0.9332002403520367,1.1799347227209669
0,0,0,1,2.0888185708729794,131,2,1,2,1,3,0,1,1,1,2,2,0,4,1,0,1,0.4128088928008484,-0.5566686632745861
1,1,0,1,2.0876265192139685,132,0,1,1,0,2,0,2,0,0,2,1,0,4,0,0,0,-0.8870769251863657,-0.06664448792669209
1,1,1,0,2.0873742777956283,133,2,0,2,2,0,1,2,1,0,2,2,0,6,1,0,0,0.07117833164639188,-0.9102251246736826
0,0,1,1,2.0873608860611825,134,2,1,1,0,3,2,0,1,0,0,2,0,4,0,1,1,0.7316943361901735,-1.2309675379803968
0,0,0,2,2.0862163360201493,135,3,0,1,2,1,0,1,0,0,1,0,1,6,1,1,0,-2.9258090222840067,1.0470738381651747
1,0,0,0,2.084746529887992,136,2,0,2,0,2,1,1,0,1,0,1,1,4,1,0,1,-4.0486387113807965,-2.60361462057343
0,1,0,2,2.0834297231980137,137,1,0,2,1,0,2,2,0,1,1,1,1,3,0,1,0,0.5422014867254532,-0.6794916366870449
1,1,1,2,2.0834114214429613,138,1,1,0,1,2,0,2,1,0,0,0,1,2,1,0,0,-0.8791853828270537,1.2758542290106876
1,1,1,1,2.0789384056214995,139,0,1,1,1,1,2,1,1,0,2,0,1,5,1,0,0,-4.6013437030117625,0.2898221017412705
1,1,1,0,2.0783299264177386,140,3,0,2,2,1,2,1,1,1,1,0,0,0,1,0,1,-1.275739214774779,-1.579079185433399
1,0,0,1,2.0755332541250944,141,1,1,1,1,2,2,0,1,0,0,2,1,4,0,1,0,-0.8984633294015429,-2.9350154939343804
0,1,1,1,2.0751764972857383,142,2,1,1,0,3,2,0,1,0,0,1,1,5,0,1,1,-1.1946890368291343,-1.9113519863790704
0,1,0,1,2.074394558728726,143,2,1,1,0,2,2,2,1,1,2,1,0,5,0,0,1,0.02050599702375244,-1.9405919512061085
1,0,1,0,2.0724530746999568,144,2,1,2,2,2,2,2,0,1,2,0,0,5,0,0,1,-2.9909204636725666,-0.8770568626625086
0,1,0,2,2.0698533713140383,145,2,1,1,2,1,2,1,0,1,1,1,0,0,0,1,0,-4.3776601852024815,-2.6516428282395257
1,1,0,1,2.0657847411220738,146,3,1,0,1,1,2,2,1,1,2,0,0,3,0,0,0,-3.593003477752493,1.374545462886002
1,0,0,1,2.064344943138141,147,1,1,1,1,2,0,2,0,1,0,1,1,0,1,1,0,-4.394490522030644,-0.5791120645779251
0,1,0,2,2.0639696298158214,148,3,0,2,0,0,0,0,1,0,0,1,0,6,0,1,1,-2.4069864045548077,1.0693345678154909
1,0,0,0,2.060106100624444,149,1,0,2,1,3,0,2,1,0,0,1,1,3,1,1,1,0.5333225125595007,-1.5625487580755468
0,0,1,2,2.0574581164653885,150,1,1,1,0,2,0,2,0,0,2,2,0,5,0,0,0,-1.8817584239248264,-2.109796901842426
1,1,0,1,2.0572174822580367,151,2,0,1,1,3,1,0,0,0,2,1,0,2,1,0,0,-3.884104247091853,-0.20712351918435656
1,0,0,2,2.0559302814815728,152,1,0,1,2,1,0,2,1,0,0,0,0,6,1,0,1,-1.791445684140712,0.188505619660766
0,1,0,2,2.0534576824473643,153,0,1,2,1,0,2,2,0,1,2,0,0,2,0,0,0,-2.3258980572443657,-2.9033169139494777
1,1,1,2,2.053233268854099,154,1,0,0,2,0,1,1,0,1,1,1,1,1,1,1,0,-3.9299940885641935,-0.05090980123857936
1,0,1,0,2.0512145264284283,155,1,0,0,0,3,2,0,1,0,2,1,1,4,1,0,0,-1.1707499796488023,0.23033108988711334
0,1,1,1,2.050831097500899,156,1,1,0,2,0,2,0,1,0,2,1,1,1,1,0,1,-1.2116471040325956,-0.9051783449769072
1,1,0,0,2.0499757567725223,157,0,0,1,1,0,2,0,0,1,2,2,1,6,0,0,1,-1.4970888609903188,0.8380464244526462
0,1,1,0,2.049390042768935,158,3,0,2,1,2,1,2,1,1,0,0,1,4,1,0,1,0.6499810065003686,0.7268947755039519
1,0,0,1,2.048865446419057,159,3,1,1,0,0,1,2,0,1,0,2,0,6,0,0,1,-2.0140197900789367,-1.5899355114135398
1,1,0,0,2.048800482557586,160,3,0,1,2,0,2,0,0,0,2,0,0,0,0,1,1,0.6490962414500325,-1.1305796828213952
0,1,1,0,2.048082093940353,161,2,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,-2.3804664623490366,-1.3496487725866877
1,1,0,0,2.0478617341590875,162,0,0,2,2,0,2,2,0,1,2,0,0,0,0,0,1,-1.4307482465596673,-0.573202793106427
1,0,1,0,2.044911886839464,163,3,1,1,1,1,2,0,1,1,0,1,0,6,0,1,1,-2.3432869190358407,-1.0557049579062996
0,1,0,2,2.0430898296891664,164,1,1,0,0,0,2,0,0,1,1,2,1,2,1,0,0,-4.488085425417777,0.21533437318471416
0,1,1,1,2.0428100458368545,165,1,0,1,0,0,0,2,1,1,0,1,1,5,1,0,0,-3.652704472657137,0.21133196739771387
1,0,0,2,2.042136798219813,166,3,0,0,1,2,1,0,1,1,1,0,1,5,0,0,0,-3.285425410839575,-2.760578391233356
0,1,0,1,2.041914050643741,167,0,1,1,0,1,0,1,1,0,0,0,0,3,1,1,0,-2.6724284395662847,0.7523219620060358
0,0,1,1,2.0395872443227967,168,2,1,0,2,2,2,0,0,0,1,2,1,5,0,0,0,-3.682703901258839,0.40907401722863795
0,0,0,0,2.0384855008287044,169,0,0,2,1,2,1,1,1,1,2,0,0,1,1,1,1,0.7489714986280767,-0.04669344490550476
0,1,1,1,2.0382082179694216,170,2,1,1,2,0,0,0,0,0,2,2,0,5,0,0,0,0.7985970960337676,-0.7762187027942491
0,0,1,1,2.0359727743980174,171,3,0,1,0,1,2,1,1,0,0,1,0,1,1,0,0,-2.2896543827265528,0.07003634490524703
0,1,1,2,2.0354697920001548,172,1,1,1,2,0,1,0,1,0,0,0,1,0,1,0,1,-3.3178063597763234,-1.9804931691887715
1,0,1,2,2.0346355143104233,173,0,1,2,0,1,1,0,1,1,1,0,0,3,1,0,0,-0.0008078251279624027,0.9343426657457452
0,0,0,2,2.0345413254614155,174,0,1,0,1,2,2,2,1,0,0,1,0,2,0,0,1,-2.015211312144291,1.4453635389201311
1,0,1,2,2.032678470194993,175,3,0,2,1,1,0,2,0,1,1,1,0,6,1,0,0,0.5648707828348921,-2.93567944671844
1,1,0,1,2.031292146843352,176,1,1,1,0,1,1,2,1,0,1,0,0,0,0,0,0,-0.8867755824584251,1.5418934830661002
0,1,1,2,2.030400374498273,177,2,0,0,2,1,0,0,1,0,0,0,1,1,1,0,0,0.6721191480587141,-2.027534204291074
0,1,0,0,2.0299140893917746,178,0,1,2,1,0,1,1,1,0,2,0,1,2,0,0,0,-4.548080418195503,-1.1809587633051313
1,0,0,0,2.027142286604042,179,3,0,0,2,2,0,0,0,0,2,2,1,6,1,1,1,-4.390386617833482,0.9856985410504348
1,0,1,1,2.026383445378079,180,2,0,2,0,1,2,1,1,0,1,0,0,6,0,0,1,-1.2129159328090804,-2.132075791513003
1,1,1,2,2.023446775589372,181,1,0,0,0,0,2,2,0,1,1,2,1,6,0,0,1,-3.818455278670168,-2.0580975587354757
1,1,1,2,2.02311285880076,182,0,0,1,0,2,1,2,0,0,2,0,0,0,1,1,1,0.6481775557352359,-1.7321321749324978
0,0,1,1,2.021431265070857,183,1,0,2,0,2,1,2,0,1,1,2,1,4,0,0,1,-4.5519860849035645,-1.6986456435911468
0,0,0,0,2.0202389453852287,184,2,0,2,1,3,0,0,1,0,2,2,0,3,1,0,1,0.002715989648245376,-1.0490856474118149
1,0,0,2,2.019557965560148,185,0,1,1,2,0,1,0,1,0,1,1,1,5,1,0,0,-0.9132955482794136,-2.464871018542234
1,0,0,2,2.018320978839184,186,1,0,0,2,2,0,2,0,1,2,2,0,6,1,1,1,-1.9951257933677908,-2.9262096209803636
1,0,1,2,2.0176260391474767,187,0,1,2,2,2,0,0,0,0,2,1,0,6,0,1,0,-2.158272112132446,-0.5142069909271552
0,1,0,2,2.0172772142545647,188,0,0,0,1,1,0,0,1,0,1,2,0,5,1,1,1,-3.298301771058142,-0.7088700822142848
1,0,0,0,2.0171131528741366,189,3,1,1,2,0,2,0,0,0,1,0,1,2,0,1,1,-2.7368419840252383,-0.6306600833155516
0,1,1,2,2.01480218218834,190,1,1,1,0,0,1,0,1,1,0,0,0,5,0,0,1,-0.41562109216907217,0.3996343402228315
1,1,1,1,2.013189163671289,191,0,0,1,0,0,0,2,1,1,0,0,1,3,0,1,0,0.36195817386560497,1.4697929281277178
0,0,1,0,2.012989486649732,192,3,0,0,0,2,0,2,1,0,1,2,0,5,0,1,0,-3.130196408131252,-0.8630844625674539
0,1,1,2,2.011097479721671,193,1,0,0,2,1,0,1,0,1,0,0,1,4,0,1,0,-1.8309966247049159,1.371666696144619
0,1,1,1,2.0096244447217697,194,0,1,0,0,1,1,0,0,1,1,2,1,1,1,1,1,-0.15324164653337302,-0.7207688142180948
0,1,0,1,2.0093747442152665,195,2,1,1,0,3,0,2,0,1,1,0,0,0,1,0,0,-3.3211909405456934,0.4564179935190546
1,1,1,1,2.0062236176627444,196,1,1,0,1,0,1,0,1,1,1,1,0,2,1,0,1,-0.4967805037393118,-2.169296114054276
