age_binary,age_bucketized,sex_binary,race_C,score,rank,juv_fel_count_C,decile_score_C,juv_misd_count_C,juv_other_count_C,priors_count_C,days_b_screening_arrest_C,c_days_from_compas_C,c_charge_degree_C,v_decile_score_C,start_C,end_C,event_C,MarriageStatus_C,is_recid,is_violent_recid,two_year_recid,Violence_score,Recidivism_score
1,0,0,1,2.1889593324611973,53,2,0,2,0,1,2,0,0,1,1,0,0,6,1,1,1,-0.5083915722732897,1.5114854517131535
0,0,0,0,2.188698214135194,54,3,0,2,2,0,0,2,1,0,0,1,1,4,0,1,1,-4.004021250788021,0.7285442207533079
1,0,1,0,2.1879784998656384,55,1,0,1,0,3,2,1,0,0,1,1,0,6,0,1,0,-2.823595942237587,-0.9330142157596296
0,1,1,1,2.187051167486381,56,3,1,0,1,0,0,0,0,1,1,0,1,4,1,1,0,0.3475057932768362,-2.2899476236685263
1,1,0,1,2.1863747719043185,57,0,1,1,1,2,0,0,0,1,0,1,0,4,0,1,1,0.2042183683718317,-0.19864310667148555
0,1,0,0,2.1861615555144915,58,0,1,2,1,1,1,1,1,1,0,2,1,3,1,1,0,-4.571575839174866,-2.6906544655781133
1,1,1,1,2.1841020255139507,59,3,1,0,1,1,2,0,0,1,0,2,0,5,1,0,1,-1.335704250352039,-0.1944252389090604
0,1,1,2,2.18382164415855,60,2,0,1,1,0,2,2,0,0,1,0,1,1,0,1,1,-0.0478076317651972,0.5569357219399778
1,1,1,1,2.1829944074192755,61,0,0,2,0,0,2,1,1,0,0,2,1,4,0,0,1,-2.4872359038256966,-1.0656095462986943
1,1,1,1,2.18127397176642,62,1,1,1,1,0,0,0,0,1,2,1,1,4,0,0,0,0.4902230709764881,0.22363299034227824
0,1,1,1,2.1807402156133304,63,2,1,2,2,1,0,0,1,1,2,2,0,2,0,0,0,-3.350056884099006,1.5524436276856433
1,1,0,2,2.1803267993782662,64,0,0,1,0,2,2,0,0,0,1,1,1,1,0,0,0,-3.2681712401250618,-0.9955467085982336
1,1,0,0,2.1794394453005563,65,0,1,2,2,2,2,2,0,0,1,0,0,2,0,0,0,-0.6896498656219077,-1.007693774320295
1,0,1,2,2.1794158879048937,66,2,1,2,2,3,0,1,1,1,2,0,0,6,0,1,0,-4.347845394272691,-2.314880004146409
1,1,0,2,2.1787542901594548,67,2,1,2,1,2,2,2,0,1,2,1,1,0,1,0,0,0.9058765835762737,-2.5833126114987883
1,1,0,0,2.175915622473819,68,2,0,1,0,1,1,1,1,0,0,0,1,6,0,1,1,-0.4838639574875865,-2.9057531227315336
1,1,0,2,2.1756416687505427,69,1,1,2,1,1,2,1,0,1,2,2,1,0,0,0,1,-1.1610057074611435,-0.6858405096882896
0,1,1,0,2.175325329657746,70,3,1,2,1,0,0,2,1,0,1,2,0,0,1,0,0,-0.6275348252407227,0.481616667216068
0,0,0,2,2.1710517619451704,71,3,0,1,1,0,2,1,0,0,1,0,1,0,0,1,1,-2.373861842660621,-1.6474349528118832
1,1,0,2,2.1705091312863733,72,1,1,1,1,3,2,0,1,1,1,0,1,5,0,1,1,-3.660207378534456,-1.182492789690656
1,1,1,2,2.169052081953017,73,3,1,0,2,1,2,2,1,1,1,1,0,4,0,1,0,0.2333197944218535,-0.13675871155014008
1,1,0,1,2.1659441467174445,74,2,1,1,0,1,2,0,0,0,2,0,1,6,0,0,1,-2.1288695160168154,1.412790008862986
1,1,0,0,2.1656429690972363,75,1,1,2,0,3,2,2,1,1,2,0,0,1,1,0,0,-2.7347000876940344,-2.810123462206597
1,1,1,0,2.164982640285201,76,2,0,0,0,0,2,2,0,0,2,1,0,4,1,1,1,-0.3911072906506785,0.6134291567971979
0,0,1,0,2.1644997323172066,77,3,0,1,2,2,2,0,1,1,2,1,0,6,0,0,1,-3.2766495044060733,-0.12495484516674216
0,1,1,1,2.163999164291784,78,0,0,1,2,3,2,0,1,0,1,0,1,5,0,0,0,-2.051797229163391,-2.4312724081432013
0,0,0,0,2.163430531141097,79,3,0,1,1,1,1,2,1,1,0,2,1,1,0,1,0,-1.2695985783694534,0.4070261657643548
0,0,0,1,2.1623915526138977,80,0,0,0,1,2,1,1,1,0,2,0,0,6,1,0,0,-0.3752158031702395,-0.25367966410824305
1,1,0,1,2.1614375308770253,81,2,1,2,0,0,0,1,1,0,0,2,0,3,1,0,1,-0.4321523183518323,1.157632428033609
1,0,1,1,2.1607185855597546,82,1,0,1,1,0,1,0,1,0,0,2,1,2,1,1,0,-2.3144332489598325,-0.3610093386193771
1,0,0,1,2.160701487442991,83,0,1,0,0,3,2,2,0,1,1,0,0,2,1,1,0,-4.570072580055936,-1.33053151173629
1,0,1,0,2.1590681086428853,84,2,1,2,2,1,2,0,1,1,2,1,1,0,1,1,1,-2.169587795497184,0.5919529174985589
0,0,0,2,2.1588117523524164,85,0,0,1,1,3,1,1,1,1,1,0,1,6,1,0,1,-2.9794210785248416,0.18724553708484934
1,0,1,1,2.1580808856110303,86,3,0,0,2,3,0,2,0,0,1,1,0,5,0,1,1,-4.160955038526954,-0.5388583593294003
0,0,0,2,2.15770709287978,87,3,1,1,1,2,0,2,0,0,1,1,0,3,0,0,0,-2.9580017233192573,-2.59948559483185
0,1,0,0,2.1576449102739725,88,0,0,0,1,2,0,1,1,1,0,0,0,2,0,0,1,-3.5788027451641833,-1.1760714530462464
1,1,0,0,2.1563181779865395,89,1,1,2,0,1,2,2,1,1,2,1,0,1,0,1,1,-3.194771330263107,0.5152985111442416
0,0,1,0,2.155644729529591,90,0,0,2,2,0,2,0,1,0,2,2,1,5,1,1,0,-2.6103382875359187,-2.9805655775367264
1,1,1,2,2.1555773131655336,91,1,1,2,0,0,2,0,1,0,0,1,1,1,0,0,1,-4.047218382951721,0.9264514648648104
0,1,1,1,2.154500135985935,92,0,1,1,2,2,0,1,0,1,0,0,0,3,1,0,1,-3.892444890677204,-2.844330835128876
0,0,0,2,2.154236622033992,93,1,0,1,1,0,0,1,0,1,2,1,0,2,1,0,1,-3.560318999067337,-2.290813926763809
1,1,1,0,2.153676749674542,94,3,0,1,1,3,2,2,1,1,0,1,1,1,1,0,0,-0.5048271382360525,-1.2995192472009094
0,0,1,1,2.1496850830655174,95,1,0,1,2,3,0,1,1,0,0,2,0,3,1,0,0,-0.527062341596447,-0.9684395188807242
1,0,0,1,2.148831105089037,96,3,0,0,0,1,0,2,0,1,0,0,0,6,0,1,1,-1.9805058888329987,-0.2523608765745142
1,1,0,0,2.1478846608011954,97,0,0,1,0,1,0,1,1,1,1,1,0,3,0,1,0,-2.034986132306964,-2.0811592389673006
0,0,0,2,2.147452647030895,98,1,0,2,2,1,2,2,0,0,1,1,0,2,1,0,1,-4.462811799021168,-1.993169110338701
1,0,1,0,2.146739924912815,99,2,1,2,2,2,1,1,1,1,1,2,1,3,0,0,0,-2.990401346829993,-2.8941538491847227
1,0,1,0,2.1459736824871944,100,0,0,1,1,1,2,1,1,1,0,0,0,3,0,0,1,-3.683057304385398,0.2058746981826576
0,1,0,1,2.1455113053309813,101,0,1,1,2,3,1,1,0,0,1,1,0,1,1,1,0,-4.561991826283611,-2.385244050108413
0,0,1,2,2.145496742640629,102,3,0,1,2,3,0,0,0,1,0,0,0,0,1,0,1,-4.445803152152762,0.029162542426015126
0,0,1,1,2.1454958936702497,103,0,1,2,2,3,2,1,1,0,0,2,0,4,0,1,0,-4.182594746767506,-1.9468626634150001
0,0,0,0,2.1448069045152685,104,1,1,2,2,0,0,0,0,1,1,0,0,2,1,1,1,-4.1922337497784845,-2.868798145686931
1,0,0,2,2.143644405997018,105,0,1,1,1,2,1,2,0,0,0,0,0,5,0,1,0,-3.358946717493901,1.0840008934579686
1,0,0,2,2.143179297815024,106,0,0,2,2,0,1,0,1,0,2,1,1,5,1,0,1,-0.2529293529816563,-1.0034654159945997
1,1,1,1,2.141673960368589,107,0,0,1,2,0,2,0,1,0,2,1,0,5,1,0,1,-0.18290466399798969,-0.478527114493073
0,1,0,0,2.1409162466893745,108,3,1,2,2,2,1,1,0,0,1,1,0,2,0,1,0,0.10939518934039327,1.2147655823388916
0,0,0,1,2.1408363608339016,109,3,0,2,2,1,1,0,0,0,1,1,0,2,0,0,1,0.06223210845606352,-2.6982107440052485
1,0,1,2,2.140686343007218,110,2,1,0,2,2,2,2,1,1,1,0,1,3,1,1,0,-2.5876619030082084,0.5860681956451148
1,1,0,0,2.1406176296599857,111,0,0,1,1,0,0,2,1,0,0,1,0,1,1,1,0,-1.963324083451256,-0.5706303431098712
1,1,1,1,2.139545528565704,112,1,0,1,0,2,0,2,1,0,0,2,1,6,0,1,0,-1.907858621485272,-0.08691675455955616
1,0,1,2,2.1376511026652265,113,0,1,2,0,2,1,1,1,1,2,0,1,5,1,0,0,-2.42422962975642,-2.518661713188049
0,0,1,0,2.13588363048654,114,3,0,0,1,3,2,2,0,1,0,1,0,1,1,1,1,-1.4082609802979609,-0.7491989150856709
0,1,0,2,2.135561479322522,115,3,0,2,1,3,1,1,0,0,0,1,0,4,1,1,0,-1.8746343371827097,0.04647610522468515
0,1,1,0,2.133087945268068,116,1,1,1,0,1,2,0,1,0,2,0,0,2,1,1,1,-2.186894461230709,-1.4691393671760355
1,1,0,0,2.131351757543074,117,3,1,0,1,1,1,0,1,0,2,0,1,3,0,1,0,-0.5067021067146706,1.270371004581662
0,0,0,0,2.1302984123352133,118,1,1,1,0,0,2,0,0,0,1,2,0,3,0,1,1,-4.474385268539381,0.6731249381317661
1,1,0,2,2.1297468431182787,119,2,1,2,1,3,2,1,0,0,0,0,1,1,1,0,0,0.32790004451722154,1.1895748894308458
0,0,1,0,2.129136815252365,120,1,1,1,1,1,1,0,1,1,0,1,0,2,1,1,1,-0.622940090558437,-0.634741358234292
0,1,0,0,2.128622515665308,121,3,0,0,2,1,0,1,1,1,2,2,1,4,1,0,1,-3.9325353960631344,1.5660510875478604
1,1,0,1,2.1282712867145053,122,1,1,0,1,0,0,1,0,0,1,0,0,5,0,1,1,-1.9954843070628538,-0.18603950717838247
0,0,0,1,2.1248761364640223,123,0,0,2,0,3,2,2,0,1,1,0,0,4,1,1,1,-2.612548683012518,-2.406636765974693
0,1,1,0,2.124392866283633,124,2,0,2,0,0,2,0,1,1,1,2,0,6,0,1,1,-2.147215891711228,-0.4375589493149192
1,0,1,2,2.1231624444726385,125,2,1,2,1,2,1,2,1,1,0,1,0,5,1,0,1,-1.172194295595137,0.4361133912041013
1,0,0,1,2.1228016546464503,126,0,0,2,2,1,2,2,1,0,0,0,0,0,0,1,0,-3.368916255452288,-2.461814158285576
1,1,1,0,2.1226638879768243,127,0,0,0,0,3,2,2,1,1,1,0,0,0,0,0,1,-0.6427763023409385,0.6979326883012993
1,1,1,1,2.1219894868054507,128,0,0,1,0,3,2,1,1,0,1,0,0,6,0,0,1,-0.6918679067424005,-0.3630128431980508
1,1,1,0,2.120813534375929,129,0,1,1,2,1,0,1,1,1,0,0,1,6,1,0,0,-0.7072214093211797,0.03259676137193779
0,0,1,1,2.119144110467366,130,1,0,1,1,3,0,0,1,0,0,1,1,6,0,1,1,-3.5553592592077186,-1.0922656452852058
0,0,1,0,2.11842024783932,131,2,1,0,0,2,2,1,1,1,1,0,1,2,0,0,1,0.07540837944974399,-0.4868633964785829
0,1,0,1,2.1184117950143406,132,3,1,2,2,3,1,1,0,1,1,2,0,3,1,0,0,-2.503252297069729,-0.02737820690844828
1,0,0,0,2.118380063385606,133,0,0,0,0,0,1,2,1,1,1,1,1,5,0,0,0,-3.5503862147382184,-1.4345239180242888
1,0,1,2,2.1173964816351662,134,3,1,1,0,1,1,0,0,1,2,2,0,2,1,1,1,-3.3748421858313256,-2.4629281902781117
1,1,0,1,2.1173186227030314,135,1,1,2,2,1,0,0,0,0,0,1,0,0,1,0,0,-0.4697795494569874,-1.1726874013967197
0,1,0,2,2.115309439965013,136,3,0,2,2,3,0,0,0,1,2,1,1,0,0,1,1,0.3759236771063224,-2.564606666451462
0,1,0,0,2.114040129225776,137,0,1,0,1,2,0,0,1,1,1,1,0,4,0,0,1,-4.340259356452467,-0.07879268026593245
1,0,0,2,2.114038651506746,138,0,1,1,0,1,0,0,0,0,0,1,1,6,0,1,1,-2.765821234235644,-0.0924813482359368
1,1,0,2,2.1131454258902083,139,3,0,0,1,3,0,2,1,0,1,2,1,1,1,1,0,-3.322731167263683,-1.1472497203209568
1,0,0,0,2.1115235369234737,140,0,1,1,1,2,0,1,1,0,2,0,0,3,1,1,1,-0.9375459904073892,-2.8543492192831783
0,1,1,2,2.1109693188973107,141,1,1,0,1,3,2,2,0,1,1,0,0,6,0,1,0,-0.4357825224310901,-0.2846904486239121
0,0,0,0,2.1103132134713114,142,0,1,0,1,0,1,1,0,1,2,2,0,1,1,1,0,-2.109730283176016,0.3656261941123846
1,1,0,2,2.109793771419368,143,1,0,0,2,0,2,0,1,0,2,1,1,0,1,0,0,-1.9678327379807918,-2.7015667307691023
0,1,0,2,2.1090894223925027,144,2,0,2,1,0,1,2,1,1,2,0,1,5,1,0,1,-0.4641241684993656,-1.0829604601196592
1,1,1,2,2.108425432670546,145,3,1,2,2,2,0,2,1,1,0,0,1,1,0,1,1,-0.5671394748019818,-1.3836261098171652
1,0,0,2,2.106095555509181,146,0,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,-3.4060125861327113,-2.9695555471459225
1,1,1,0,2.105750537410912,147,2,0,1,0,1,0,1,1,0,2,2,0,5,1,1,1,-4.317487757019896,1.4799026393754664
1,1,0,0,2.104529368076125,148,3,0,0,2,0,0,1,0,1,0,1,0,4,0,0,1,-1.2485482418616694,-2.350278039312644
0,1,0,1,2.1043337669441926,149,2,1,0,2,3,1,2,1,0,0,2,0,1,1,0,0,-0.02176945346964132,-1.1321523934788795
1,0,1,2,2.103775427913978,150,1,1,0,0,2,2,2,1,0,2,0,1,3,1,0,0,-1.573760019863995,1.2583866468738067
0,1,0,0,2.1018268321731184,151,0,1,0,2,2,2,1,0,0,0,2,1,5,1,0,1,-1.4514379692709074,-0.2331502666567191
0,1,0,2,2.101791631203733,152,3,1,2,1,1,1,1,1,1,0,2,0,1,0,1,0,-1.0444298104981238,-1.593148335360097
0,0,0,2,2.099640597430913,153,3,0,1,1,3,2,0,1,1,2,1,1,2,1,0,0,-4.553983790677789,-0.4647088644779505
1,1,1,0,2.0990007875451364,154,2,1,2,2,2,2,0,1,0,1,1,1,0,1,1,0,-2.190955982806173,-0.7033506380228967
0,1,1,1,2.0988822582872366,155,0,0,0,0,2,0,1,0,1,0,1,0,5,0,1,0,-0.6585345818578427,1.2429751161099682
1,0,1,1,2.098169548051816,156,1,1,0,0,0,0,2,1,1,0,2,0,3,0,1,0,-0.5984336425246912,0.4519365581853356
0,1,1,0,2.0977397491512497,157,0,1,0,1,3,1,1,0,1,0,0,1,1,1,1,1,-0.6819978072241852,-0.6412850686328975
1,0,0,2,2.09704656833116,158,2,0,2,0,2,1,0,1,1,0,1,1,0,1,1,1,-2.0884053751964404,-1.7911168339543198
0,0,0,2,2.0968351898953403,159,3,1,1,0,0,0,2,1,0,2,1,0,3,0,0,0,-4.328283601373127,-2.652433795298964
0,1,1,0,2.0957828308761504,160,3,0,0,1,2,0,0,1,0,0,1,0,3,1,1,1,-1.065535610236402,-0.6729359385147462
0,1,0,1,2.095236340630624,161,0,0,2,0,1,1,1,1,1,0,0,0,3,1,0,1,-3.9462852577146945,-2.053072428778429
0,1,0,2,2.0943556886699515,162,2,1,0,2,1,1,1,0,1,0,1,0,5,1,0,1,0.8035630069178348,0.4755572388605511
1,0,1,2,2.0939659499976613,163,2,0,1,1,1,2,2,0,0,0,1,0,5,0,0,0,-2.4635748203352392,0.9544599654433444
0,0,1,1,2.0926785296370003,164,0,1,1,0,1,1,2,1,0,1,1,0,3,0,1,1,-1.6479291063680837,0.4619759931046787
0,1,1,1,2.0914196302401526,165,2,1,0,2,1,2,1,1,0,1,2,1,4,0,1,1,0.9141045812932108,0.6784488860373212
0,1,1,0,2.0907082726190254,166,3,1,2,1,0,1,1,1,0,0,0,0,2,0,0,0,-3.1463112291182447,-2.4200433015002947
1,1,1,2,2.0907076098184265,167,0,1,2,1,2,0,0,0,1,0,2,0,4,0,0,0,-1.9211830033684567,1.5542116023797163
0,0,0,0,2.090516833337732,168,2,0,0,1,2,1,1,0,1,2,0,1,1,1,0,0,-2.790145478539789,1.4432350666615354
0,0,0,2,2.088793905766737,169,1,1,0,0,1,2,2,1,0,1,1,1,3,0,1,1,0.7667696545196963,-0.8257555428833743
0,1,0,2,2.0867184095837508,170,2,0,1,0,1,1,2,1,1,2,2,1,2,0,0,0,-0.9571362326028776,-0.8419136454444698
1,1,0,1,2.084630426471703,171,0,1,1,1,2,2,1,1,1,2,1,1,1,0,0,1,-0.18787199171185345,-1.9635256019923744
0,1,0,0,2.0842464054873893,172,2,0,1,0,2,0,0,1,0,1,1,0,5,1,1,0,0.4871890219783754,-0.2607295317505125
0,0,0,0,2.0835085587994,173,1,0,0,1,3,0,1,0,0,0,2,1,4,1,1,0,-4.114532961305061,0.3465253744978627
1,1,0,2,2.082986018206316,174,3,0,2,2,2,0,2,1,1,0,1,0,3,1,0,1,-2.8420221055374038,-2.7373351491971536
0,0,1,2,2.082852063297404,175,0,0,0,1,2,0,2,0,1,1,2,1,5,1,1,1,-3.7424904318968366,-2.155253394402449
0,1,0,0,2.0827648516337995,176,3,1,2,2,0,1,0,0,1,2,0,0,0,1,1,0,-3.672716181468482,-0.6376770344355576
1,1,0,2,2.0824935426739954,177,2,1,0,2,2,0,2,0,1,1,0,1,4,1,0,0,-1.4519046337044252,0.3198350336785869
0,0,0,2,2.08221197262626,178,3,1,1,0,3,1,1,0,1,1,1,1,4,0,1,0,-3.279521150548013,0.6991782077028366
0,0,0,0,2.081844334144784,179,1,1,2,1,3,2,0,0,0,2,2,0,4,1,1,1,-2.1381468129510885,-0.334249698848895
0,0,1,0,2.081562408272659,180,1,1,2,0,3,0,0,1,1,2,0,1,6,0,1,1,0.42015896223548665,0.99152053487376
1,1,0,0,2.0806619452881696,181,1,0,2,0,3,0,1,1,0,2,1,0,6,0,0,1,-2.5214156943810377,-1.626655462013581
0,0,0,1,2.0802723963448013,182,3,1,2,2,3,1,1,1,1,0,1,0,5,0,0,0,-1.4492793899619425,-0.19091849508969272
0,0,1,0,2.079917662574456,183,0,1,0,1,0,2,1,1,1,1,1,1,6,1,0,0,-2.8362692836936523,-1.7384776740226846
1,1,1,1,2.0780223913069884,184,2,0,1,0,3,2,2,0,1,0,0,1,5,0,0,1,-0.1940712878543005,1.0088334739800846
0,1,0,1,2.077865412021961,185,0,0,1,1,1,2,1,1,1,2,0,0,6,1,1,1,-4.155739218195893,-2.7264844293375488
1,0,0,2,2.076464473224778,186,3,0,0,0,3,1,0,0,1,0,2,0,1,0,1,0,0.06625861360655527,0.5837897030250949
0,1,0,0,2.076344900341529,187,2,0,0,0,0,1,2,1,0,2,2,1,1,1,0,1,-3.5592462669184086,1.109857954644048
1,0,1,2,2.0758188671991538,188,2,0,1,2,2,2,0,1,0,2,0,0,3,1,0,0,-2.6064272364753123,-1.4547346509178345
1,1,0,2,2.0752266332009204,189,2,1,2,1,2,0,0,1,1,1,1,1,1,0,1,1,-0.8322041948521632,-2.5741995011033083
1,0,1,0,2.0750650387483387,190,0,0,2,2,2,2,1,1,0,2,0,0,4,1,1,0,-0.7538200025525024,-0.8552184538245609
1,0,0,1,2.0734704709076697,191,2,1,2,2,0,0,1,1,1,2,0,0,5,1,0,1,-1.1753396495848842,0.08440643181837837
0,1,0,2,2.072962480896042,192,3,1,0,2,2,1,1,1,1,1,1,1,1,1,0,0,-3.309701508497538,0.4232668083400584
1,0,1,0,2.071941932169916,193,1,1,2,1,3,2,0,0,0,0,0,1,1,1,0,1,0.4707107155214949,-0.4928456339362688
0,0,0,2,2.0711446115920813,194,1,0,0,0,3,0,0,0,0,2,2,0,5,1,0,1,-1.4794998340529888,-1.5796684683137918
0,1,0,0,2.070251203013264,195,0,0,2,2,1,0,0,0,1,1,2,0,6,1,0,1,-3.811536016747756,-2.9733005575806306
1,1,0,2,2.0689167371432307,196,0,0,1,0,2,2,1,0,0,0,2,1,5,0,1,0,-2.576212203063577,-1.9093818980765795
